DEP,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
"1",2000.00000,0.00000,15522.69238,37074.29297,121.33334,33.66667,0.21912,2.76767,0.10313,4.74649,147.46779
"1",2000.00000,0.00000,737.33893,50255.15234,155.66667,33.66667,-1.18126,2.71552,0.02177,3.47194,608.02527
"1",2000.00000,2502.61133,12473.02051,15812.78320,134.33333,120.66666,-0.38294,2.78119,0.31092,3.95063,27461.09961
"1",2000.00000,0.00000,2005.77881,45494.71094,162.66667,47.33333,-0.11133,2.65147,0.23473,4.34706,19635.37891
"1",2000.00000,0.00000,1622.14563,11146.26270,141.66667,155.33333,0.53897,3.02189,1.19427,4.69269,13954.22461
"1",1876.95850,0.00000,9140.62402,30021.19727,145.66667,109.33334,0.02645,2.58240,0.67256,4.38697,15294.05176
"1",2000.00000,0.00000,3362.78296,25328.85352,121.33334,93.33334,-0.32434,2.95051,-0.20244,4.24862,11560.00781
"1",0.00000,10000.00000,5150.82861,28608.75195,130.66667,93.33334,-0.03153,2.98846,0.99283,4.99297,2400.60156
"1",2000.00000,0.00000,625.65283,13734.31055,121.33334,28.00000,-0.98013,2.55866,0.09829,3.64501,5758.80127
"1",2000.00000,0.00000,417.10190,59733.37500,162.66667,111.66666,-0.40312,2.77752,1.53942,4.37945,1939.63599
"1",2000.00000,7591.36914,147.46779,18950.04102,92.00000,40.33333,-0.47975,3.11136,0.30196,4.19447,294.93558
"1",2000.00000,8995.53516,147.46779,20487.41016,103.33334,33.33333,-0.35479,3.10168,0.64431,4.39384,147.46779
"1",2000.00000,0.00000,466.33411,8700.59961,97.00000,140.66667,-0.51524,2.88673,1.83178,5.11500,14240.37988
"1",2000.00000,1518.27380,1876.95850,37301.18750,85.00000,119.00000,0.48909,3.20253,0.03378,5.23698,20363.90820
